segment_id,s_mid_m,flow_start_m3_s,flow_end_m3_s,flow_mean_m3_s,flow_mean_mL_s
V000,0.0004486588761210437,1.021374473892861e-06,1.015604772659102e-06,1.018489623275982e-06,1.018489623275981
V001,0.001345976628363131,1.020464239672942e-06,1.020460241792181e-06,1.020462240732562e-06,1.020462240732562
V002,0.002243294380605219,1.020390458278943e-06,1.020351480455087e-06,1.020370969367015e-06,1.020370969367015
V003,0.003140612132847306,1.020418344520795e-06,1.020408822187315e-06,1.020413583354055e-06,1.020413583354055
V004,0.004037929885089393,1.020444432307627e-06,1.020443187843244e-06,1.020443810075435e-06,1.020443810075435
V005,0.004935247637331481,1.01975762108915e-06,1.018765745700027e-06,1.019261683394588e-06,1.019261683394588
V006,0.005832565389573568,1.019630178339904e-06,1.019500602108106e-06,1.019565390224005e-06,1.019565390224005
V007,0.006729883141815655,1.01965644061639e-06,1.01963091284542e-06,1.019643676730905e-06,1.019643676730905
V008,0.007627200894057743,1.019639193411874e-06,1.019611462230825e-06,1.019625327821349e-06,1.019625327821349
V009,0.008524518646299831,1.019268549783249e-06,1.019396135021712e-06,1.019332342402481e-06,1.019332342402481
V010,0.009421836398541918,1.019643331851092e-06,1.01956771112025e-06,1.019605521485671e-06,1.019605521485671
V011,0.01031915415078401,1.019190210066049e-06,1.018370596809375e-06,1.018780403437712e-06,1.018780403437712
V012,0.01121647190302609,1.019157753731405e-06,1.019157356538258e-06,1.019157555134832e-06,1.019157555134832
V013,0.01211378965526818,1.019137788719871e-06,1.019119984973256e-06,1.019128886846564e-06,1.019128886846564
V014,0.01301110740751027,1.008645240097906e-06,1.034920148216549e-06,1.021782694157227e-06,1.021782694157227
V015,0.01390842515975236,1.038776786062892e-06,1.039200156281987e-06,1.03898847117244e-06,1.03898847117244
V016,0.01480574291199444,1.038559043421366e-06,1.036743331775793e-06,1.037651187598579e-06,1.037651187598579
V017,0.01570306066423653,1.038485826502907e-06,1.038467958448273e-06,1.03847689247559e-06,1.03847689247559
V018,0.01660037841647862,1.038496098849379e-06,1.038493225941754e-06,1.038494662395567e-06,1.038494662395566
V019,0.0174976961687207,1.038502109568251e-06,1.038499541224536e-06,1.038500825396393e-06,1.038500825396393
V020,0.01839501392096279,1.03847055008736e-06,1.038458624547701e-06,1.038464587317531e-06,1.038464587317531
V021,0.01929233167320488,1.038314986484873e-06,1.038177276079242e-06,1.038246131282057e-06,1.038246131282057
V022,0.02018964942544697,1.038409943886925e-06,1.038411081305633e-06,1.038410512596279e-06,1.038410512596279
V023,0.02108696717768906,1.038369809499476e-06,1.038353575692065e-06,1.038361692595771e-06,1.038361692595771
V024,0.02198428492993114,1.038391440113293e-06,1.038390364662579e-06,1.038390902387936e-06,1.038390902387936
V025,0.02288160268217323,1.038234329600897e-06,1.038099825744207e-06,1.038167077672552e-06,1.038167077672552
V026,0.02377892043441532,1.0382691260494e-06,1.038248183660708e-06,1.038258654855054e-06,1.038258654855054
V027,0.02467623818665741,1.038292987273121e-06,1.038287660207578e-06,1.038290323740349e-06,1.038290323740349
V028,0.02557355593889949,1.038170985637873e-06,1.038071511897962e-06,1.038121248767918e-06,1.038121248767918
V029,0.02647087369114158,1.03818364983381e-06,1.038170310979643e-06,1.038176980406726e-06,1.038176980406726
V030,0.02736819144338367,1.037895121984189e-06,1.037481085613636e-06,1.037688103798912e-06,1.037688103798912
V031,0.02826550919562575,1.037672542682586e-06,1.037711632115207e-06,1.037692087398897e-06,1.037692087398897
V032,0.02916282694786784,1.037918999013828e-06,1.037884649087706e-06,1.037901824050767e-06,1.037901824050767
V033,0.03006014470010993,1.03786011351096e-06,1.037846506816327e-06,1.037853310163644e-06,1.037853310163644
V034,0.03095746245235202,1.037940740515992e-06,1.037941139758611e-06,1.037940940137302e-06,1.037940940137302
V035,0.0318547802045941,1.036260815212657e-06,1.030628890405424e-06,1.033444852809041e-06,1.033444852809041
V036,0.03275209795683619,1.033990175002053e-06,1.033971022115692e-06,1.033980598558873e-06,1.033980598558873
V037,0.03364941570907828,1.033345993710595e-06,1.033835760692094e-06,1.033590877201344e-06,1.033590877201344
V038,0.03454673346132037,1.033291549068993e-06,1.034370778879079e-06,1.033831163974036e-06,1.033831163974036
V039,0.03544405121356245,1.035168041022771e-06,1.035195534210792e-06,1.035181787616782e-06,1.035181787616782
